,Transaction,Date,Customer,Item_Code,Brand,Qty
3429,sales,05-Mar-23,C5,A4,Cinthol,1
3430,sales,05-Mar-23,C5,A5,Dove,5
3431,sales,05-Mar-23,C5,A6,Medimix,5
3432,sales,05-Mar-23,C6,A1,Hamam,9
3433,sales,05-Mar-23,C6,A2,LUX,3
3434,sales,05-Mar-23,C6,A3,Park Avenue,7
3435,sales,05-Mar-23,C6,A4,Cinthol,8
3436,sales,05-Mar-23,C6,A5,Dove,9
3437,sales,05-Mar-23,C6,A6,Medimix,7
3438,sales,05-Mar-23,C7,A1,Hamam,8
3439,sales,05-Mar-23,C7,A2,LUX,2
3440,sales,05-Mar-23,C7,A3,Park Avenue,2
3441,sales,05-Mar-23,C7,A4,Cinthol,6
3442,sales,05-Mar-23,C7,A5,Dove,10
3443,sales,05-Mar-23,C7,A6,Medimix,1
3444,sales,05-Mar-23,C8,A1,Hamam,6
3445,sales,05-Mar-23,C8,A2,LUX,5
3446,sales,05-Mar-23,C8,A3,Park Avenue,3
3447,sales,05-Mar-23,C8,A4,Cinthol,2
3448,sales,05-Mar-23,C8,A5,Dove,10
3449,sales,05-Mar-23,C8,A6,Medimix,2
3450,sales,05-Mar-23,C9,A1,Hamam,2
3451,sales,05-Mar-23,C9,A2,LUX,5
3452,sales,05-Mar-23,C9,A3,Park Avenue,5
3453,sales,05-Mar-23,C9,A4,Cinthol,4
3454,sales,05-Mar-23,C9,A5,Dove,10
3455,sales,05-Mar-23,C9,A6,Medimix,9
3456,sales,06-Mar-23,C1,A1,Hamam,9
3457,sales,06-Mar-23,C1,A2,LUX,10
3458,sales,06-Mar-23,C1,A3,Park Avenue,4
3459,sales,06-Mar-23,C1,A4,Cinthol,5
3460,sales,06-Mar-23,C1,A5,Dove,2
3461,sales,06-Mar-23,C1,A6,Medimix,10
3462,sales,06-Mar-23,C2,A1,Hamam,4
3463,sales,06-Mar-23,C2,A2,LUX,7
3464,sales,06-Mar-23,C2,A3,Park Avenue,10
3465,sales,06-Mar-23,C2,A4,Cinthol,9
3466,sales,06-Mar-23,C2,A5,Dove,7
3467,sales,06-Mar-23,C2,A6,Medimix,9
3468,sales,06-Mar-23,C3,A1,Hamam,5
3469,sales,06-Mar-23,C3,A2,LUX,8
3470,sales,06-Mar-23,C3,A3,Park Avenue,10
3471,sales,06-Mar-23,C3,A4,Cinthol,1
3472,sales,06-Mar-23,C3,A5,Dove,4
3473,sales,06-Mar-23,C3,A6,Medimix,5
3474,sales,06-Mar-23,C4,A1,Hamam,8
3475,sales,06-Mar-23,C4,A2,LUX,10
3476,sales,06-Mar-23,C4,A3,Park Avenue,7
3477,sales,06-Mar-23,C4,A4,Cinthol,1
3478,sales,06-Mar-23,C4,A5,Dove,9
3479,sales,06-Mar-23,C4,A6,Medimix,1
3480,sales,06-Mar-23,C5,A1,Hamam,1
3481,sales,06-Mar-23,C5,A2,LUX,9
3482,sales,06-Mar-23,C5,A3,Park Avenue,7
3483,sales,06-Mar-23,C5,A4,Cinthol,10
3484,sales,06-Mar-23,C5,A5,Dove,4
3485,sales,06-Mar-23,C5,A6,Medimix,4
3486,sales,06-Mar-23,C6,A1,Hamam,5
3487,sales,06-Mar-23,C6,A2,LUX,2
3488,sales,06-Mar-23,C6,A3,Park Avenue,4
3489,sales,06-Mar-23,C6,A4,Cinthol,9
3490,sales,06-Mar-23,C6,A5,Dove,2
3491,sales,06-Mar-23,C6,A6,Medimix,9
3492,sales,06-Mar-23,C7,A1,Hamam,6
3493,sales,06-Mar-23,C7,A2,LUX,2
3494,sales,06-Mar-23,C7,A3,Park Avenue,8
3495,sales,06-Mar-23,C7,A4,Cinthol,10
3496,sales,06-Mar-23,C7,A5,Dove,4
3497,sales,06-Mar-23,C7,A6,Medimix,4
3498,sales,06-Mar-23,C8,A1,Hamam,2
3499,sales,06-Mar-23,C8,A2,LUX,8
3500,sales,06-Mar-23,C8,A3,Park Avenue,3
3501,sales,06-Mar-23,C8,A4,Cinthol,10
3502,sales,06-Mar-23,C8,A5,Dove,7
3503,sales,06-Mar-23,C8,A6,Medimix,2
3504,sales,06-Mar-23,C9,A1,Hamam,5
3505,sales,06-Mar-23,C9,A2,LUX,9
3506,sales,06-Mar-23,C9,A3,Park Avenue,1
3507,sales,06-Mar-23,C9,A4,Cinthol,9
3508,sales,06-Mar-23,C9,A5,Dove,10
3509,sales,06-Mar-23,C9,A6,Medimix,9
3510,sales,07-Mar-23,C1,A1,Hamam,3
3511,sales,07-Mar-23,C1,A2,LUX,4
3512,sales,07-Mar-23,C1,A3,Park Avenue,7
3513,sales,07-Mar-23,C1,A4,Cinthol,4
3514,sales,07-Mar-23,C1,A5,Dove,7
3515,sales,07-Mar-23,C1,A6,Medimix,7
3516,sales,07-Mar-23,C2,A1,Hamam,8
3517,sales,07-Mar-23,C2,A2,LUX,8
3518,sales,07-Mar-23,C2,A3,Park Avenue,4
3519,sales,07-Mar-23,C2,A4,Cinthol,4
3520,sales,07-Mar-23,C2,A5,Dove,2
3521,sales,07-Mar-23,C2,A6,Medimix,10
3522,sales,07-Mar-23,C3,A1,Hamam,9
3523,sales,07-Mar-23,C3,A2,LUX,6
3524,sales,07-Mar-23,C3,A3,Park Avenue,3
3525,sales,07-Mar-23,C3,A4,Cinthol,6
3526,sales,07-Mar-23,C3,A5,Dove,10
3527,sales,07-Mar-23,C3,A6,Medimix,6
3528,sales,07-Mar-23,C4,A1,Hamam,7
3529,sales,07-Mar-23,C4,A2,LUX,10
3530,sales,07-Mar-23,C4,A3,Park Avenue,2
3531,sales,07-Mar-23,C4,A4,Cinthol,9
3532,sales,07-Mar-23,C4,A5,Dove,8
3533,sales,07-Mar-23,C4,A6,Medimix,7
3534,sales,07-Mar-23,C5,A1,Hamam,5
3535,sales,07-Mar-23,C5,A2,LUX,8
3536,sales,07-Mar-23,C5,A3,Park Avenue,2
3537,sales,07-Mar-23,C5,A4,Cinthol,3
3538,sales,07-Mar-23,C5,A5,Dove,2
3539,sales,07-Mar-23,C5,A6,Medimix,3
3540,sales,07-Mar-23,C6,A1,Hamam,3
3541,sales,07-Mar-23,C6,A2,LUX,7
3542,sales,07-Mar-23,C6,A3,Park Avenue,1
3543,sales,07-Mar-23,C6,A4,Cinthol,9
3544,sales,07-Mar-23,C6,A5,Dove,3
3545,sales,07-Mar-23,C6,A6,Medimix,1
3546,sales,07-Mar-23,C7,A1,Hamam,5
3547,sales,07-Mar-23,C7,A2,LUX,6
3548,sales,07-Mar-23,C7,A3,Park Avenue,8
3549,sales,07-Mar-23,C7,A4,Cinthol,7
3550,sales,07-Mar-23,C7,A5,Dove,5
3551,sales,07-Mar-23,C7,A6,Medimix,6
3552,sales,07-Mar-23,C8,A1,Hamam,7
3553,sales,07-Mar-23,C8,A2,LUX,1
3554,sales,07-Mar-23,C8,A3,Park Avenue,7
3555,sales,07-Mar-23,C8,A4,Cinthol,1
3556,sales,07-Mar-23,C8,A5,Dove,9
3557,sales,07-Mar-23,C8,A6,Medimix,8
3558,sales,07-Mar-23,C9,A1,Hamam,9
3559,sales,07-Mar-23,C9,A2,LUX,1
3560,sales,07-Mar-23,C9,A3,Park Avenue,7
3561,sales,07-Mar-23,C9,A4,Cinthol,3
3562,sales,07-Mar-23,C9,A5,Dove,5
3563,sales,07-Mar-23,C9,A6,Medimix,1
3564,sales,08-Mar-23,C1,A1,Hamam,3
3565,sales,08-Mar-23,C1,A2,LUX,5
3566,sales,08-Mar-23,C1,A3,Park Avenue,5
3567,sales,08-Mar-23,C1,A4,Cinthol,4
3568,sales,08-Mar-23,C1,A5,Dove,2
3569,sales,08-Mar-23,C1,A6,Medimix,2
3570,sales,08-Mar-23,C2,A1,Hamam,3
3571,sales,08-Mar-23,C2,A2,LUX,6
3572,sales,08-Mar-23,C2,A3,Park Avenue,8
3573,sales,08-Mar-23,C2,A4,Cinthol,9
3574,sales,08-Mar-23,C2,A5,Dove,6
3575,sales,08-Mar-23,C2,A6,Medimix,1
3576,sales,08-Mar-23,C3,A1,Hamam,2
3577,sales,08-Mar-23,C3,A2,LUX,9
3578,sales,08-Mar-23,C3,A3,Park Avenue,2
3579,sales,08-Mar-23,C3,A4,Cinthol,3
3580,sales,08-Mar-23,C3,A5,Dove,3
3581,sales,08-Mar-23,C3,A6,Medimix,9
3582,sales,08-Mar-23,C4,A1,Hamam,3
3583,sales,08-Mar-23,C4,A2,LUX,7
3584,sales,08-Mar-23,C4,A3,Park Avenue,8
3585,sales,08-Mar-23,C4,A4,Cinthol,2
3586,sales,08-Mar-23,C4,A5,Dove,10
3587,sales,08-Mar-23,C4,A6,Medimix,6
3588,sales,08-Mar-23,C5,A1,Hamam,6
3589,sales,08-Mar-23,C5,A2,LUX,2
3590,sales,08-Mar-23,C5,A3,Park Avenue,7
3591,sales,08-Mar-23,C5,A4,Cinthol,2
3592,sales,08-Mar-23,C5,A5,Dove,5
3593,sales,08-Mar-23,C5,A6,Medimix,8
3594,sales,08-Mar-23,C6,A1,Hamam,1
3595,sales,08-Mar-23,C6,A2,LUX,8
3596,sales,08-Mar-23,C6,A3,Park Avenue,8
3597,sales,08-Mar-23,C6,A4,Cinthol,9
3598,sales,08-Mar-23,C6,A5,Dove,1
3599,sales,08-Mar-23,C6,A6,Medimix,10
3600,sales,08-Mar-23,C7,A1,Hamam,6
3601,sales,08-Mar-23,C7,A2,LUX,9
3602,sales,08-Mar-23,C7,A3,Park Avenue,6
3603,sales,08-Mar-23,C7,A4,Cinthol,3
3604,sales,08-Mar-23,C7,A5,Dove,4
3605,sales,08-Mar-23,C7,A6,Medimix,10
3606,sales,08-Mar-23,C8,A1,Hamam,8
3607,sales,08-Mar-23,C8,A2,LUX,5
3608,sales,08-Mar-23,C8,A3,Park Avenue,2
3609,sales,08-Mar-23,C8,A4,Cinthol,6
3610,sales,08-Mar-23,C8,A5,Dove,10
3611,sales,08-Mar-23,C8,A6,Medimix,9
3612,sales,08-Mar-23,C9,A1,Hamam,3
3613,sales,08-Mar-23,C9,A2,LUX,9
3614,sales,08-Mar-23,C9,A3,Park Avenue,2
3615,sales,08-Mar-23,C9,A4,Cinthol,2
3616,sales,08-Mar-23,C9,A5,Dove,7
3617,sales,08-Mar-23,C9,A6,Medimix,3
3618,sales,09-Mar-23,C1,A1,Hamam,6
3619,sales,09-Mar-23,C1,A2,LUX,9
3620,sales,09-Mar-23,C1,A3,Park Avenue,3
3621,sales,09-Mar-23,C1,A4,Cinthol,7
3622,sales,09-Mar-23,C1,A5,Dove,7
3623,sales,09-Mar-23,C1,A6,Medimix,9
3624,sales,09-Mar-23,C2,A1,Hamam,2
3625,sales,09-Mar-23,C2,A2,LUX,3
3626,sales,09-Mar-23,C2,A3,Park Avenue,5
3627,sales,09-Mar-23,C2,A4,Cinthol,8
3628,sales,09-Mar-23,C2,A5,Dove,3
3629,sales,09-Mar-23,C2,A6,Medimix,10
3630,sales,09-Mar-23,C3,A1,Hamam,8
3631,sales,09-Mar-23,C3,A2,LUX,4
3632,sales,09-Mar-23,C3,A3,Park Avenue,4
3633,sales,09-Mar-23,C3,A4,Cinthol,4
3634,sales,09-Mar-23,C3,A5,Dove,9
3635,sales,09-Mar-23,C3,A6,Medimix,7
3636,sales,09-Mar-23,C4,A1,Hamam,9
3637,sales,09-Mar-23,C4,A2,LUX,4
3638,sales,09-Mar-23,C4,A3,Park Avenue,6
3639,sales,09-Mar-23,C4,A4,Cinthol,9
3640,sales,09-Mar-23,C4,A5,Dove,10
3641,sales,09-Mar-23,C4,A6,Medimix,1
3642,sales,09-Mar-23,C5,A1,Hamam,7
3643,sales,09-Mar-23,C5,A2,LUX,5
3644,sales,09-Mar-23,C5,A3,Park Avenue,2
3645,sales,09-Mar-23,C5,A4,Cinthol,5
3646,sales,09-Mar-23,C5,A5,Dove,5
3647,sales,09-Mar-23,C5,A6,Medimix,1
3648,sales,09-Mar-23,C6,A1,Hamam,10
3649,sales,09-Mar-23,C6,A2,LUX,9
3650,sales,09-Mar-23,C6,A3,Park Avenue,3
3651,sales,09-Mar-23,C6,A4,Cinthol,2
3652,sales,09-Mar-23,C6,A5,Dove,3
3653,sales,09-Mar-23,C6,A6,Medimix,4
3654,sales,09-Mar-23,C7,A1,Hamam,2
3655,sales,09-Mar-23,C7,A2,LUX,9
3656,sales,09-Mar-23,C7,A3,Park Avenue,8
3657,sales,09-Mar-23,C7,A4,Cinthol,9
3658,sales,09-Mar-23,C7,A5,Dove,2
3659,sales,09-Mar-23,C7,A6,Medimix,10
3660,sales,09-Mar-23,C8,A1,Hamam,2
3661,sales,09-Mar-23,C8,A2,LUX,5
3662,sales,09-Mar-23,C8,A3,Park Avenue,4
3663,sales,09-Mar-23,C8,A4,Cinthol,8
3664,sales,09-Mar-23,C8,A5,Dove,5
3665,sales,09-Mar-23,C8,A6,Medimix,6
3666,sales,09-Mar-23,C9,A1,Hamam,8
3667,sales,09-Mar-23,C9,A2,LUX,3
3668,sales,09-Mar-23,C9,A3,Park Avenue,6
3669,sales,09-Mar-23,C9,A4,Cinthol,7
3670,sales,09-Mar-23,C9,A5,Dove,2
3671,sales,09-Mar-23,C9,A6,Medimix,1
3672,sales,10-Mar-23,C1,A1,Hamam,10
3673,sales,10-Mar-23,C1,A2,LUX,3
3674,sales,10-Mar-23,C1,A3,Park Avenue,3
3675,sales,10-Mar-23,C1,A4,Cinthol,8
3676,sales,10-Mar-23,C1,A5,Dove,1
3677,sales,10-Mar-23,C1,A6,Medimix,9
3678,sales,10-Mar-23,C2,A1,Hamam,5
3679,sales,10-Mar-23,C2,A2,LUX,5
3680,sales,10-Mar-23,C2,A3,Park Avenue,7
3681,sales,10-Mar-23,C2,A4,Cinthol,1
3682,sales,10-Mar-23,C2,A5,Dove,7
3683,sales,10-Mar-23,C2,A6,Medimix,2
3684,sales,10-Mar-23,C3,A1,Hamam,4
3685,sales,10-Mar-23,C3,A2,LUX,4
3686,sales,10-Mar-23,C3,A3,Park Avenue,7
3687,sales,10-Mar-23,C3,A4,Cinthol,4
3688,sales,10-Mar-23,C3,A5,Dove,3
3689,sales,10-Mar-23,C3,A6,Medimix,2
3690,sales,10-Mar-23,C4,A1,Hamam,2
3691,sales,10-Mar-23,C4,A2,LUX,6
3692,sales,10-Mar-23,C4,A3,Park Avenue,2
3693,sales,10-Mar-23,C4,A4,Cinthol,10
3694,sales,10-Mar-23,C4,A5,Dove,8
3695,sales,10-Mar-23,C4,A6,Medimix,8
3696,sales,10-Mar-23,C5,A1,Hamam,2
3697,sales,10-Mar-23,C5,A2,LUX,8
3698,sales,10-Mar-23,C5,A3,Park Avenue,5
3699,sales,10-Mar-23,C5,A4,Cinthol,3
3700,sales,10-Mar-23,C5,A5,Dove,8
3701,sales,10-Mar-23,C5,A6,Medimix,8
3702,sales,10-Mar-23,C6,A1,Hamam,1
3703,sales,10-Mar-23,C6,A2,LUX,10
3704,sales,10-Mar-23,C6,A3,Park Avenue,4
3705,sales,10-Mar-23,C6,A4,Cinthol,6
3706,sales,10-Mar-23,C6,A5,Dove,10
3707,sales,10-Mar-23,C6,A6,Medimix,9
3708,sales,10-Mar-23,C7,A1,Hamam,4
3709,sales,10-Mar-23,C7,A2,LUX,9
3710,sales,10-Mar-23,C7,A3,Park Avenue,4
3711,sales,10-Mar-23,C7,A4,Cinthol,4
3712,sales,10-Mar-23,C7,A5,Dove,7
3713,sales,10-Mar-23,C7,A6,Medimix,8
3714,sales,10-Mar-23,C8,A1,Hamam,7
3715,sales,10-Mar-23,C8,A2,LUX,8
3716,sales,10-Mar-23,C8,A3,Park Avenue,10
3717,sales,10-Mar-23,C8,A4,Cinthol,6
3718,sales,10-Mar-23,C8,A5,Dove,8
3719,sales,10-Mar-23,C8,A6,Medimix,6
3720,sales,10-Mar-23,C9,A1,Hamam,2
3721,sales,10-Mar-23,C9,A2,LUX,5
3722,sales,10-Mar-23,C9,A3,Park Avenue,3
3723,sales,10-Mar-23,C9,A4,Cinthol,1
3724,sales,10-Mar-23,C9,A5,Dove,1
3725,sales,10-Mar-23,C9,A6,Medimix,7
3726,sales,11-Mar-23,C1,A1,Hamam,4
3727,sales,11-Mar-23,C1,A2,LUX,5
3728,sales,11-Mar-23,C1,A3,Park Avenue,1
3729,sales,11-Mar-23,C1,A4,Cinthol,9
3730,sales,11-Mar-23,C1,A5,Dove,1
3731,sales,11-Mar-23,C1,A6,Medimix,7
3732,sales,11-Mar-23,C2,A1,Hamam,3
3733,sales,11-Mar-23,C2,A2,LUX,5
3734,sales,11-Mar-23,C2,A3,Park Avenue,4
3735,sales,11-Mar-23,C2,A4,Cinthol,10
3736,sales,11-Mar-23,C2,A5,Dove,3
3737,sales,11-Mar-23,C2,A6,Medimix,1
3738,sales,11-Mar-23,C3,A1,Hamam,7
3739,sales,11-Mar-23,C3,A2,LUX,10
3740,sales,11-Mar-23,C3,A3,Park Avenue,8
3741,sales,11-Mar-23,C3,A4,Cinthol,5
3742,sales,11-Mar-23,C3,A5,Dove,10
3743,sales,11-Mar-23,C3,A6,Medimix,2
3744,sales,11-Mar-23,C4,A1,Hamam,9
3745,sales,11-Mar-23,C4,A2,LUX,3
3746,sales,11-Mar-23,C4,A3,Park Avenue,8
3747,sales,11-Mar-23,C4,A4,Cinthol,9
3748,sales,11-Mar-23,C4,A5,Dove,1
3749,sales,11-Mar-23,C4,A6,Medimix,4
3750,sales,11-Mar-23,C5,A1,Hamam,3
3751,sales,11-Mar-23,C5,A2,LUX,6
3752,sales,11-Mar-23,C5,A3,Park Avenue,4
3753,sales,11-Mar-23,C5,A4,Cinthol,3
3754,sales,11-Mar-23,C5,A5,Dove,10
3755,sales,11-Mar-23,C5,A6,Medimix,8
3756,sales,11-Mar-23,C6,A1,Hamam,9
3757,sales,11-Mar-23,C6,A2,LUX,7
3758,sales,11-Mar-23,C6,A3,Park Avenue,10
3759,sales,11-Mar-23,C6,A4,Cinthol,5
3760,sales,11-Mar-23,C6,A5,Dove,3
3761,sales,11-Mar-23,C6,A6,Medimix,2
3762,sales,11-Mar-23,C7,A1,Hamam,3
3763,sales,11-Mar-23,C7,A2,LUX,8
3764,sales,11-Mar-23,C7,A3,Park Avenue,6
3765,sales,11-Mar-23,C7,A4,Cinthol,9
3766,sales,11-Mar-23,C7,A5,Dove,8
3767,sales,11-Mar-23,C7,A6,Medimix,4
3768,sales,11-Mar-23,C8,A1,Hamam,1
3769,sales,11-Mar-23,C8,A2,LUX,5
3770,sales,11-Mar-23,C8,A3,Park Avenue,10
3771,sales,11-Mar-23,C8,A4,Cinthol,6
3772,sales,11-Mar-23,C8,A5,Dove,8
3773,sales,11-Mar-23,C8,A6,Medimix,8
3774,sales,11-Mar-23,C9,A1,Hamam,2
3775,sales,11-Mar-23,C9,A2,LUX,10
3776,sales,11-Mar-23,C9,A3,Park Avenue,3
3777,sales,11-Mar-23,C9,A4,Cinthol,6
3778,sales,11-Mar-23,C9,A5,Dove,7
3779,sales,11-Mar-23,C9,A6,Medimix,3
3780,sales,12-Mar-23,C1,A1,Hamam,3
3781,sales,12-Mar-23,C1,A2,LUX,7
3782,sales,12-Mar-23,C1,A3,Park Avenue,10
3783,sales,12-Mar-23,C1,A4,Cinthol,3
3784,sales,12-Mar-23,C1,A5,Dove,5
3785,sales,12-Mar-23,C1,A6,Medimix,6
3786,sales,12-Mar-23,C2,A1,Hamam,1
3787,sales,12-Mar-23,C2,A2,LUX,4
3788,sales,12-Mar-23,C2,A3,Park Avenue,1
3789,sales,12-Mar-23,C2,A4,Cinthol,3
3790,sales,12-Mar-23,C2,A5,Dove,10
3791,sales,12-Mar-23,C2,A6,Medimix,4
3792,sales,12-Mar-23,C3,A1,Hamam,10
3793,sales,12-Mar-23,C3,A2,LUX,7
3794,sales,12-Mar-23,C3,A3,Park Avenue,4
3795,sales,12-Mar-23,C3,A4,Cinthol,6
3796,sales,12-Mar-23,C3,A5,Dove,7
3797,sales,12-Mar-23,C3,A6,Medimix,7
3798,sales,12-Mar-23,C4,A1,Hamam,5
3799,sales,12-Mar-23,C4,A2,LUX,8
3800,sales,12-Mar-23,C4,A3,Park Avenue,6
3801,sales,12-Mar-23,C4,A4,Cinthol,6
3802,sales,12-Mar-23,C4,A5,Dove,8
3803,sales,12-Mar-23,C4,A6,Medimix,2
3804,sales,12-Mar-23,C5,A1,Hamam,10
3805,sales,12-Mar-23,C5,A2,LUX,6
3806,sales,12-Mar-23,C5,A3,Park Avenue,6
3807,sales,12-Mar-23,C5,A4,Cinthol,10
3808,sales,12-Mar-23,C5,A5,Dove,5
3809,sales,12-Mar-23,C5,A6,Medimix,2
3810,sales,12-Mar-23,C6,A1,Hamam,4
3811,sales,12-Mar-23,C6,A2,LUX,9
3812,sales,12-Mar-23,C6,A3,Park Avenue,10
3813,sales,12-Mar-23,C6,A4,Cinthol,8
3814,sales,12-Mar-23,C6,A5,Dove,1
3815,sales,12-Mar-23,C6,A6,Medimix,7
3816,sales,12-Mar-23,C7,A1,Hamam,4
3817,sales,12-Mar-23,C7,A2,LUX,8
3818,sales,12-Mar-23,C7,A3,Park Avenue,1
3819,sales,12-Mar-23,C7,A4,Cinthol,6
3820,sales,12-Mar-23,C7,A5,Dove,9
3821,sales,12-Mar-23,C7,A6,Medimix,3
3822,sales,12-Mar-23,C8,A1,Hamam,6
3823,sales,12-Mar-23,C8,A2,LUX,1
3824,sales,12-Mar-23,C8,A3,Park Avenue,5
3825,sales,12-Mar-23,C8,A4,Cinthol,7
3826,sales,12-Mar-23,C8,A5,Dove,6
3827,sales,12-Mar-23,C8,A6,Medimix,5
3828,sales,12-Mar-23,C9,A1,Hamam,1
3829,sales,12-Mar-23,C9,A2,LUX,5
3830,sales,12-Mar-23,C9,A3,Park Avenue,8
3831,sales,12-Mar-23,C9,A4,Cinthol,8
3832,sales,12-Mar-23,C9,A5,Dove,1
3833,sales,12-Mar-23,C9,A6,Medimix,1
3834,sales,13-Mar-23,C1,A1,Hamam,2
3835,sales,13-Mar-23,C1,A2,LUX,5
3836,sales,13-Mar-23,C1,A3,Park Avenue,5
3837,sales,13-Mar-23,C1,A4,Cinthol,1
3838,sales,13-Mar-23,C1,A5,Dove,7
3839,sales,13-Mar-23,C1,A6,Medimix,3
3840,sales,13-Mar-23,C2,A1,Hamam,4
3841,sales,13-Mar-23,C2,A2,LUX,1
3842,sales,13-Mar-23,C2,A3,Park Avenue,6
3843,sales,13-Mar-23,C2,A4,Cinthol,10
3844,sales,13-Mar-23,C2,A5,Dove,7
3845,sales,13-Mar-23,C2,A6,Medimix,5
3846,sales,13-Mar-23,C3,A1,Hamam,8
3847,sales,13-Mar-23,C3,A2,LUX,5
3848,sales,13-Mar-23,C3,A3,Park Avenue,10
3849,sales,13-Mar-23,C3,A4,Cinthol,10
3850,sales,13-Mar-23,C3,A5,Dove,2
3851,sales,13-Mar-23,C3,A6,Medimix,2
3852,sales,13-Mar-23,C4,A1,Hamam,10
3853,sales,13-Mar-23,C4,A2,LUX,7
3854,sales,13-Mar-23,C4,A3,Park Avenue,6
3855,sales,13-Mar-23,C4,A4,Cinthol,2
3856,sales,13-Mar-23,C4,A5,Dove,3
3857,sales,13-Mar-23,C4,A6,Medimix,5
3858,sales,13-Mar-23,C5,A1,Hamam,10
3859,sales,13-Mar-23,C5,A2,LUX,7
3860,sales,13-Mar-23,C5,A3,Park Avenue,9
3861,sales,13-Mar-23,C5,A4,Cinthol,2
3862,sales,13-Mar-23,C5,A5,Dove,10
3863,sales,13-Mar-23,C5,A6,Medimix,5
3864,sales,13-Mar-23,C6,A1,Hamam,1
3865,sales,13-Mar-23,C6,A2,LUX,9
3866,sales,13-Mar-23,C6,A3,Park Avenue,2
3867,sales,13-Mar-23,C6,A4,Cinthol,8
3868,sales,13-Mar-23,C6,A5,Dove,1
3869,sales,13-Mar-23,C6,A6,Medimix,6
3870,sales,13-Mar-23,C7,A1,Hamam,6
3871,sales,13-Mar-23,C7,A2,LUX,6
3872,sales,13-Mar-23,C7,A3,Park Avenue,7
3873,sales,13-Mar-23,C7,A4,Cinthol,5
3874,sales,13-Mar-23,C7,A5,Dove,7
3875,sales,13-Mar-23,C7,A6,Medimix,10
3876,sales,13-Mar-23,C8,A1,Hamam,1
3877,sales,13-Mar-23,C8,A2,LUX,8
3878,sales,13-Mar-23,C8,A3,Park Avenue,4
3879,sales,13-Mar-23,C8,A4,Cinthol,10
3880,sales,13-Mar-23,C8,A5,Dove,9
3881,sales,13-Mar-23,C8,A6,Medimix,7
3882,sales,13-Mar-23,C9,A1,Hamam,5
3883,sales,13-Mar-23,C9,A2,LUX,9
3884,sales,13-Mar-23,C9,A3,Park Avenue,8
3885,sales,13-Mar-23,C9,A4,Cinthol,8
3886,sales,13-Mar-23,C9,A5,Dove,6
3887,sales,13-Mar-23,C9,A6,Medimix,3
3888,sales,14-Mar-23,C1,A1,Hamam,7
3889,sales,14-Mar-23,C1,A2,LUX,1
3890,sales,14-Mar-23,C1,A3,Park Avenue,4
3891,sales,14-Mar-23,C1,A4,Cinthol,6
3892,sales,14-Mar-23,C1,A5,Dove,6
3893,sales,14-Mar-23,C1,A6,Medimix,1
3894,sales,14-Mar-23,C2,A1,Hamam,8
3895,sales,14-Mar-23,C2,A2,LUX,5
3896,sales,14-Mar-23,C2,A3,Park Avenue,7
3897,sales,14-Mar-23,C2,A4,Cinthol,8
3898,sales,14-Mar-23,C2,A5,Dove,4
3899,sales,14-Mar-23,C2,A6,Medimix,8
3900,sales,14-Mar-23,C3,A1,Hamam,6
3901,sales,14-Mar-23,C3,A2,LUX,2
3902,sales,14-Mar-23,C3,A3,Park Avenue,10
3903,sales,14-Mar-23,C3,A4,Cinthol,6
3904,sales,14-Mar-23,C3,A5,Dove,9
3905,sales,14-Mar-23,C3,A6,Medimix,1
3906,sales,14-Mar-23,C4,A1,Hamam,1
3907,sales,14-Mar-23,C4,A2,LUX,5
3908,sales,14-Mar-23,C4,A3,Park Avenue,9
3909,sales,14-Mar-23,C4,A4,Cinthol,4
3910,sales,14-Mar-23,C4,A5,Dove,2
3911,sales,14-Mar-23,C4,A6,Medimix,3
3912,sales,14-Mar-23,C5,A1,Hamam,8
3913,sales,14-Mar-23,C5,A2,LUX,1
3914,sales,14-Mar-23,C5,A3,Park Avenue,4
3915,sales,14-Mar-23,C5,A4,Cinthol,10
3916,sales,14-Mar-23,C5,A5,Dove,1
3917,sales,14-Mar-23,C5,A6,Medimix,3
3918,sales,14-Mar-23,C6,A1,Hamam,3
3919,sales,14-Mar-23,C6,A2,LUX,7
3920,sales,14-Mar-23,C6,A3,Park Avenue,1
3921,sales,14-Mar-23,C6,A4,Cinthol,9
3922,sales,14-Mar-23,C6,A5,Dove,5
3923,sales,14-Mar-23,C6,A6,Medimix,9
3924,sales,14-Mar-23,C7,A1,Hamam,1
3925,sales,14-Mar-23,C7,A2,LUX,3
3926,sales,14-Mar-23,C7,A3,Park Avenue,3
3927,sales,14-Mar-23,C7,A4,Cinthol,1
3928,sales,14-Mar-23,C7,A5,Dove,2
3929,sales,14-Mar-23,C7,A6,Medimix,9
3930,sales,14-Mar-23,C8,A1,Hamam,4
3931,sales,14-Mar-23,C8,A2,LUX,8
3932,sales,14-Mar-23,C8,A3,Park Avenue,1
3933,sales,14-Mar-23,C8,A4,Cinthol,8
3934,sales,14-Mar-23,C8,A5,Dove,9
3935,sales,14-Mar-23,C8,A6,Medimix,7
3936,sales,14-Mar-23,C9,A1,Hamam,7
3937,sales,14-Mar-23,C9,A2,LUX,2
3938,sales,14-Mar-23,C9,A3,Park Avenue,6
3939,sales,14-Mar-23,C9,A4,Cinthol,9
3940,sales,14-Mar-23,C9,A5,Dove,1
3941,sales,14-Mar-23,C9,A6,Medimix,9
3942,sales,15-Mar-23,C1,A1,Hamam,10
