Transaction,Date,Customer,Item_Code,Brand,Qty,Unit_Price,Total_Price,Stock_Remaining
sales,06-Apr-23,C6,A1,Hamam,14,10,140,2225
sales,06-Apr-23,C6,A2,LUX,5,10,50,2228
sales,06-Apr-23,C6,A3,Park Avenue,5,10,50,2353
sales,06-Apr-23,C6,A4,Cinthol,12,10,120,2206
sales,06-Apr-23,C6,A5,Dove,14,10,140,2282
sales,06-Apr-23,C6,A6,Medimix,15,10,150,2342
sales,06-Apr-23,C7,A1,Hamam,12,10,120,2213
sales,06-Apr-23,C7,A2,LUX,10,10,100,2218
sales,06-Apr-23,C7,A3,Park Avenue,13,10,130,2340
sales,06-Apr-23,C7,A4,Cinthol,7,10,70,2199
sales,06-Apr-23,C7,A5,Dove,8,10,80,2274
sales,06-Apr-23,C7,A6,Medimix,11,10,110,2331
sales,06-Apr-23,C8,A1,Hamam,15,10,150,2198
sales,06-Apr-23,C8,A2,LUX,15,10,150,2203
sales,06-Apr-23,C8,A3,Park Avenue,12,10,120,2328
sales,06-Apr-23,C8,A4,Cinthol,5,10,50,2194
sales,06-Apr-23,C8,A5,Dove,7,10,70,2267
sales,06-Apr-23,C8,A6,Medimix,6,10,60,2325
sales,06-Apr-23,C9,A1,Hamam,7,10,70,2191
sales,06-Apr-23,C9,A2,LUX,10,10,100,2193
sales,06-Apr-23,C9,A3,Park Avenue,11,10,110,2317
sales,06-Apr-23,C9,A4,Cinthol,12,10,120,2182
sales,06-Apr-23,C9,A5,Dove,5,10,50,2262
sales,06-Apr-23,C9,A6,Medimix,7,10,70,2318
sales,07-Apr-23,C1,A1,Hamam,7,10,70,2184
sales,07-Apr-23,C1,A2,LUX,5,10,50,2188
sales,07-Apr-23,C1,A3,Park Avenue,9,10,90,2308
sales,07-Apr-23,C1,A4,Cinthol,9,10,90,2173
sales,07-Apr-23,C1,A5,Dove,8,10,80,2254
sales,07-Apr-23,C1,A6,Medimix,5,10,50,2313
sales,07-Apr-23,C2,A1,Hamam,12,10,120,2172
sales,07-Apr-23,C2,A2,LUX,10,10,100,2178
sales,07-Apr-23,C2,A3,Park Avenue,12,10,120,2296
sales,07-Apr-23,C2,A4,Cinthol,9,10,90,2164
sales,07-Apr-23,C2,A5,Dove,8,10,80,2246
sales,07-Apr-23,C2,A6,Medimix,14,10,140,2299
sales,07-Apr-23,C3,A1,Hamam,10,10,100,2162
sales,07-Apr-23,C3,A2,LUX,10,10,100,2168
sales,07-Apr-23,C3,A3,Park Avenue,5,10,50,2291
sales,07-Apr-23,C3,A4,Cinthol,13,10,130,2151
sales,07-Apr-23,C3,A5,Dove,12,10,120,2234
sales,07-Apr-23,C3,A6,Medimix,12,10,120,2287
sales,07-Apr-23,C4,A1,Hamam,12,10,120,2150
sales,07-Apr-23,C4,A2,LUX,12,10,120,2156
sales,07-Apr-23,C4,A3,Park Avenue,14,10,140,2277
sales,07-Apr-23,C4,A4,Cinthol,10,10,100,2141
sales,07-Apr-23,C4,A5,Dove,5,10,50,2229
sales,07-Apr-23,C4,A6,Medimix,7,10,70,2280
sales,07-Apr-23,C5,A1,Hamam,7,10,70,2143
sales,07-Apr-23,C5,A2,LUX,13,10,130,2143
sales,07-Apr-23,C5,A3,Park Avenue,9,10,90,2268
sales,07-Apr-23,C5,A4,Cinthol,6,10,60,2135
sales,07-Apr-23,C5,A5,Dove,8,10,80,2221
sales,07-Apr-23,C5,A6,Medimix,15,10,150,2265
sales,07-Apr-23,C6,A1,Hamam,6,10,60,2137
sales,07-Apr-23,C6,A2,LUX,8,10,80,2135
sales,07-Apr-23,C6,A3,Park Avenue,9,10,90,2259
sales,07-Apr-23,C6,A4,Cinthol,10,10,100,2125
sales,07-Apr-23,C6,A5,Dove,13,10,130,2208
sales,07-Apr-23,C6,A6,Medimix,14,10,140,2251
sales,07-Apr-23,C7,A1,Hamam,14,10,140,2123
sales,07-Apr-23,C7,A2,LUX,7,10,70,2128
sales,07-Apr-23,C7,A3,Park Avenue,15,10,150,2244
sales,07-Apr-23,C7,A4,Cinthol,12,10,120,2113
sales,07-Apr-23,C7,A5,Dove,7,10,70,2201
sales,07-Apr-23,C7,A6,Medimix,10,10,100,2241
sales,07-Apr-23,C8,A1,Hamam,14,10,140,2109
sales,07-Apr-23,C8,A2,LUX,6,10,60,2122
sales,07-Apr-23,C8,A3,Park Avenue,13,10,130,2231
sales,07-Apr-23,C8,A4,Cinthol,11,10,110,2102
sales,07-Apr-23,C8,A5,Dove,9,10,90,2192
sales,07-Apr-23,C8,A6,Medimix,8,10,80,2233
sales,07-Apr-23,C9,A1,Hamam,10,10,100,2099
sales,07-Apr-23,C9,A2,LUX,13,10,130,2109
sales,07-Apr-23,C9,A3,Park Avenue,13,10,130,2218
sales,07-Apr-23,C9,A4,Cinthol,8,10,80,2094
sales,07-Apr-23,C9,A5,Dove,6,10,60,2186
sales,07-Apr-23,C9,A6,Medimix,13,10,130,2220
sales,08-Apr-23,C1,A1,Hamam,12,10,120,2087
sales,08-Apr-23,C1,A2,LUX,12,10,120,2097
sales,08-Apr-23,C1,A3,Park Avenue,7,10,70,2211
sales,08-Apr-23,C1,A4,Cinthol,8,10,80,2086
sales,08-Apr-23,C1,A5,Dove,14,10,140,2172
sales,08-Apr-23,C1,A6,Medimix,8,10,80,2212
sales,08-Apr-23,C2,A1,Hamam,10,10,100,2077
sales,08-Apr-23,C2,A2,LUX,13,10,130,2084
sales,08-Apr-23,C2,A3,Park Avenue,10,10,100,2201
sales,08-Apr-23,C2,A4,Cinthol,12,10,120,2074
sales,08-Apr-23,C2,A5,Dove,6,10,60,2166
sales,08-Apr-23,C2,A6,Medimix,15,10,150,2197
sales,08-Apr-23,C3,A1,Hamam,8,10,80,2069
sales,08-Apr-23,C3,A2,LUX,11,10,110,2073
sales,08-Apr-23,C3,A3,Park Avenue,9,10,90,2192
sales,08-Apr-23,C3,A4,Cinthol,10,10,100,2064
sales,08-Apr-23,C3,A5,Dove,10,10,100,2156
sales,08-Apr-23,C3,A6,Medimix,8,10,80,2189
sales,08-Apr-23,C4,A1,Hamam,8,10,80,2061
sales,08-Apr-23,C4,A2,LUX,10,10,100,2063
sales,08-Apr-23,C4,A3,Park Avenue,11,10,110,2181
sales,08-Apr-23,C4,A4,Cinthol,15,10,150,2049
sales,08-Apr-23,C4,A5,Dove,8,10,80,2148
sales,08-Apr-23,C4,A6,Medimix,7,10,70,2182
sales,08-Apr-23,C5,A1,Hamam,15,10,150,2046
sales,08-Apr-23,C5,A2,LUX,12,10,120,2051
sales,08-Apr-23,C5,A3,Park Avenue,5,10,50,2176
sales,08-Apr-23,C5,A4,Cinthol,12,10,120,2037
sales,08-Apr-23,C5,A5,Dove,9,10,90,2139
sales,08-Apr-23,C5,A6,Medimix,8,10,80,2174
sales,08-Apr-23,C6,A1,Hamam,7,10,70,2039
sales,08-Apr-23,C6,A2,LUX,10,10,100,2041
sales,08-Apr-23,C6,A3,Park Avenue,9,10,90,2167
sales,08-Apr-23,C6,A4,Cinthol,15,10,150,2022
sales,08-Apr-23,C6,A5,Dove,10,10,100,2129
sales,08-Apr-23,C6,A6,Medimix,7,10,70,2167
sales,08-Apr-23,C7,A1,Hamam,6,10,60,2033
sales,08-Apr-23,C7,A2,LUX,6,10,60,2035
sales,08-Apr-23,C7,A3,Park Avenue,6,10,60,2161
sales,08-Apr-23,C7,A4,Cinthol,6,10,60,2016
sales,08-Apr-23,C7,A5,Dove,13,10,130,2116
sales,08-Apr-23,C7,A6,Medimix,5,10,50,2162
sales,08-Apr-23,C8,A1,Hamam,8,10,80,2025
sales,08-Apr-23,C8,A2,LUX,13,10,130,2022
sales,08-Apr-23,C8,A3,Park Avenue,7,10,70,2154
sales,08-Apr-23,C8,A4,Cinthol,14,10,140,2002
sales,08-Apr-23,C8,A5,Dove,13,10,130,2103
sales,08-Apr-23,C8,A6,Medimix,12,10,120,2150
sales,08-Apr-23,C9,A1,Hamam,5,10,50,2020
sales,08-Apr-23,C9,A2,LUX,14,10,140,2008
sales,08-Apr-23,C9,A3,Park Avenue,15,10,150,2139
sales,08-Apr-23,C9,A4,Cinthol,12,10,120,1990
sales,08-Apr-23,C9,A5,Dove,11,10,110,2092
sales,08-Apr-23,C9,A6,Medimix,11,10,110,2139
sales,09-Apr-23,C1,A1,Hamam,14,10,140,2006
sales,09-Apr-23,C1,A2,LUX,13,10,130,1995
sales,09-Apr-23,C1,A3,Park Avenue,12,10,120,2127
sales,09-Apr-23,C1,A4,Cinthol,15,10,150,1975
sales,09-Apr-23,C1,A5,Dove,15,10,150,2077
sales,09-Apr-23,C1,A6,Medimix,5,10,50,2134
sales,09-Apr-23,C2,A1,Hamam,9,10,90,1997
sales,09-Apr-23,C2,A2,LUX,6,10,60,1989
sales,09-Apr-23,C2,A3,Park Avenue,13,10,130,2114
sales,09-Apr-23,C2,A4,Cinthol,8,10,80,1967
sales,09-Apr-23,C2,A5,Dove,8,10,80,2069
sales,09-Apr-23,C2,A6,Medimix,8,10,80,2126
sales,09-Apr-23,C3,A1,Hamam,5,10,50,1992
sales,09-Apr-23,C3,A2,LUX,7,10,70,1982
sales,09-Apr-23,C3,A3,Park Avenue,7,10,70,2107
sales,09-Apr-23,C3,A4,Cinthol,10,10,100,1957
sales,09-Apr-23,C3,A5,Dove,6,10,60,2063
sales,09-Apr-23,C3,A6,Medimix,14,10,140,2112
sales,09-Apr-23,C4,A1,Hamam,12,10,120,1980
sales,09-Apr-23,C4,A2,LUX,9,10,90,1973
sales,09-Apr-23,C4,A3,Park Avenue,8,10,80,2099
sales,09-Apr-23,C4,A4,Cinthol,10,10,100,1947
sales,09-Apr-23,C4,A5,Dove,6,10,60,2057
sales,09-Apr-23,C4,A6,Medimix,8,10,80,2104
sales,09-Apr-23,C5,A1,Hamam,8,10,80,1972
sales,09-Apr-23,C5,A2,LUX,10,10,100,1963
sales,09-Apr-23,C5,A3,Park Avenue,13,10,130,2086
sales,09-Apr-23,C5,A4,Cinthol,13,10,130,1934
sales,09-Apr-23,C5,A5,Dove,7,10,70,2050
sales,09-Apr-23,C5,A6,Medimix,6,10,60,2098
sales,09-Apr-23,C6,A1,Hamam,13,10,130,1959
sales,09-Apr-23,C6,A2,LUX,5,10,50,1958
sales,09-Apr-23,C6,A3,Park Avenue,5,10,50,2081
sales,09-Apr-23,C6,A4,Cinthol,15,10,150,1919
sales,09-Apr-23,C6,A5,Dove,5,10,50,2045
sales,09-Apr-23,C6,A6,Medimix,9,10,90,2089
sales,09-Apr-23,C7,A1,Hamam,15,10,150,1944
sales,09-Apr-23,C7,A2,LUX,5,10,50,1953
sales,09-Apr-23,C7,A3,Park Avenue,15,10,150,2066
sales,09-Apr-23,C7,A4,Cinthol,12,10,120,1907
sales,09-Apr-23,C7,A5,Dove,11,10,110,2034
sales,09-Apr-23,C7,A6,Medimix,5,10,50,2084
sales,09-Apr-23,C8,A1,Hamam,7,10,70,1937
sales,09-Apr-23,C8,A2,LUX,7,10,70,1946
sales,09-Apr-23,C8,A3,Park Avenue,11,10,110,2055
sales,09-Apr-23,C8,A4,Cinthol,10,10,100,1897
sales,09-Apr-23,C8,A5,Dove,10,10,100,2024
sales,09-Apr-23,C8,A6,Medimix,11,10,110,2073
sales,09-Apr-23,C9,A1,Hamam,15,10,150,1922
sales,09-Apr-23,C9,A2,LUX,13,10,130,1933
sales,09-Apr-23,C9,A3,Park Avenue,15,10,150,2040
sales,09-Apr-23,C9,A4,Cinthol,9,10,90,1888
sales,09-Apr-23,C9,A5,Dove,12,10,120,2012
sales,09-Apr-23,C9,A6,Medimix,9,10,90,2064
sales,10-Apr-23,C1,A1,Hamam,13,10,130,1909
sales,10-Apr-23,C1,A2,LUX,15,10,150,1918
sales,10-Apr-23,C1,A3,Park Avenue,9,10,90,2031
sales,10-Apr-23,C1,A4,Cinthol,7,10,70,1881
sales,10-Apr-23,C1,A5,Dove,5,10,50,2007
sales,10-Apr-23,C1,A6,Medimix,10,10,100,2054
sales,10-Apr-23,C2,A1,Hamam,7,10,70,1902
sales,10-Apr-23,C2,A2,LUX,9,10,90,1909
sales,10-Apr-23,C2,A3,Park Avenue,9,10,90,2022
sales,10-Apr-23,C2,A4,Cinthol,5,10,50,1876
sales,10-Apr-23,C2,A5,Dove,15,10,150,1992
sales,10-Apr-23,C2,A6,Medimix,13,10,130,2041
sales,10-Apr-23,C3,A1,Hamam,13,10,130,1889
sales,10-Apr-23,C3,A2,LUX,6,10,60,1903
sales,10-Apr-23,C3,A3,Park Avenue,13,10,130,2009
sales,10-Apr-23,C3,A4,Cinthol,15,10,150,1861
sales,10-Apr-23,C3,A5,Dove,10,10,100,1982
sales,10-Apr-23,C3,A6,Medimix,14,10,140,2027
sales,10-Apr-23,C4,A1,Hamam,5,10,50,1884
sales,10-Apr-23,C4,A2,LUX,9,10,90,1894
sales,10-Apr-23,C4,A3,Park Avenue,11,10,110,1998
sales,10-Apr-23,C4,A4,Cinthol,7,10,70,1854
sales,10-Apr-23,C4,A5,Dove,10,10,100,1972
sales,10-Apr-23,C4,A6,Medimix,15,10,150,2012
sales,10-Apr-23,C5,A1,Hamam,10,10,100,1874
sales,10-Apr-23,C5,A2,LUX,5,10,50,1889
sales,10-Apr-23,C5,A3,Park Avenue,15,10,150,1983
sales,10-Apr-23,C5,A4,Cinthol,11,10,110,1843
sales,10-Apr-23,C5,A5,Dove,13,10,130,1959
sales,10-Apr-23,C5,A6,Medimix,10,10,100,2002
sales,10-Apr-23,C6,A1,Hamam,6,10,60,1868
sales,10-Apr-23,C6,A2,LUX,10,10,100,1879
sales,10-Apr-23,C6,A3,Park Avenue,12,10,120,1971
sales,10-Apr-23,C6,A4,Cinthol,6,10,60,1837
sales,10-Apr-23,C6,A5,Dove,10,10,100,1949
sales,10-Apr-23,C6,A6,Medimix,10,10,100,1992
sales,10-Apr-23,C7,A1,Hamam,15,10,150,1853
sales,10-Apr-23,C7,A2,LUX,8,10,80,1871
sales,10-Apr-23,C7,A3,Park Avenue,5,10,50,1966
sales,10-Apr-23,C7,A4,Cinthol,9,10,90,1828
sales,10-Apr-23,C7,A5,Dove,11,10,110,1938
sales,10-Apr-23,C7,A6,Medimix,8,10,80,1984
sales,10-Apr-23,C8,A1,Hamam,11,10,110,1842
sales,10-Apr-23,C8,A2,LUX,15,10,150,1856
sales,10-Apr-23,C8,A3,Park Avenue,6,10,60,1960
sales,10-Apr-23,C8,A4,Cinthol,13,10,130,1815
sales,10-Apr-23,C8,A5,Dove,11,10,110,1927
sales,10-Apr-23,C8,A6,Medimix,12,10,120,1972
sales,10-Apr-23,C9,A1,Hamam,14,10,140,1828
sales,10-Apr-23,C9,A2,LUX,12,10,120,1844
sales,10-Apr-23,C9,A3,Park Avenue,6,10,60,1954
sales,10-Apr-23,C9,A4,Cinthol,11,10,110,1804
sales,10-Apr-23,C9,A5,Dove,5,10,50,1922
sales,10-Apr-23,C9,A6,Medimix,11,10,110,1961
sales,11-Apr-23,C1,A1,Hamam,11,10,110,1817
sales,11-Apr-23,C1,A2,LUX,6,10,60,1838
sales,11-Apr-23,C1,A3,Park Avenue,12,10,120,1942
sales,11-Apr-23,C1,A4,Cinthol,5,10,50,1799
sales,11-Apr-23,C1,A5,Dove,6,10,60,1916
sales,11-Apr-23,C1,A6,Medimix,10,10,100,1951
sales,11-Apr-23,C2,A1,Hamam,9,10,90,1808
sales,11-Apr-23,C2,A2,LUX,12,10,120,1826
sales,11-Apr-23,C2,A3,Park Avenue,5,10,50,1937
sales,11-Apr-23,C2,A4,Cinthol,12,10,120,1787
sales,11-Apr-23,C2,A5,Dove,7,10,70,1909
sales,11-Apr-23,C2,A6,Medimix,5,10,50,1946
sales,11-Apr-23,C3,A1,Hamam,12,10,120,1796
sales,11-Apr-23,C3,A2,LUX,6,10,60,1820
sales,11-Apr-23,C3,A3,Park Avenue,10,10,100,1927
sales,11-Apr-23,C3,A4,Cinthol,5,10,50,1782
sales,11-Apr-23,C3,A5,Dove,13,10,130,1896
sales,11-Apr-23,C3,A6,Medimix,7,10,70,1939
sales,11-Apr-23,C4,A1,Hamam,13,10,130,1783
sales,11-Apr-23,C4,A2,LUX,8,10,80,1812
sales,11-Apr-23,C4,A3,Park Avenue,5,10,50,1922
sales,11-Apr-23,C4,A4,Cinthol,5,10,50,1777
sales,11-Apr-23,C4,A5,Dove,11,10,110,1885
sales,11-Apr-23,C4,A6,Medimix,8,10,80,1931
sales,11-Apr-23,C5,A1,Hamam,8,10,80,1775
sales,11-Apr-23,C5,A2,LUX,13,10,130,1799
sales,11-Apr-23,C5,A3,Park Avenue,7,10,70,1915
sales,11-Apr-23,C5,A4,Cinthol,8,10,80,1769
sales,11-Apr-23,C5,A5,Dove,7,10,70,1878
sales,11-Apr-23,C5,A6,Medimix,13,10,130,1918
sales,11-Apr-23,C6,A1,Hamam,15,10,150,1760
sales,11-Apr-23,C6,A2,LUX,11,10,110,1788
sales,11-Apr-23,C6,A3,Park Avenue,12,10,120,1903
sales,11-Apr-23,C6,A4,Cinthol,14,10,140,1755
sales,11-Apr-23,C6,A5,Dove,6,10,60,1872
sales,11-Apr-23,C6,A6,Medimix,8,10,80,1910
sales,11-Apr-23,C7,A1,Hamam,11,10,110,1749
sales,11-Apr-23,C7,A2,LUX,11,10,110,1777
sales,11-Apr-23,C7,A3,Park Avenue,6,10,60,1897
sales,11-Apr-23,C7,A4,Cinthol,13,10,130,1742
sales,11-Apr-23,C7,A5,Dove,6,10,60,1866
sales,11-Apr-23,C7,A6,Medimix,12,10,120,1898
sales,11-Apr-23,C8,A1,Hamam,10,10,100,1739
sales,11-Apr-23,C8,A2,LUX,15,10,150,1762
sales,11-Apr-23,C8,A3,Park Avenue,5,10,50,1892
sales,11-Apr-23,C8,A4,Cinthol,8,10,80,1734
sales,11-Apr-23,C8,A5,Dove,7,10,70,1859
sales,11-Apr-23,C8,A6,Medimix,14,10,140,1884
sales,11-Apr-23,C9,A1,Hamam,7,10,70,1732
sales,11-Apr-23,C9,A2,LUX,14,10,140,1748
sales,11-Apr-23,C9,A3,Park Avenue,6,10,60,1886
sales,11-Apr-23,C9,A4,Cinthol,10,10,100,1724
sales,11-Apr-23,C9,A5,Dove,14,10,140,1845
sales,11-Apr-23,C9,A6,Medimix,5,10,50,1879
sales,12-Apr-23,C1,A1,Hamam,14,10,140,1718
sales,12-Apr-23,C1,A2,LUX,12,10,120,1736
sales,12-Apr-23,C1,A3,Park Avenue,11,10,110,1875
sales,12-Apr-23,C1,A4,Cinthol,9,10,90,1715
sales,12-Apr-23,C1,A5,Dove,10,10,100,1835
sales,12-Apr-23,C1,A6,Medimix,10,10,100,1869
sales,12-Apr-23,C2,A1,Hamam,6,10,60,1712
sales,12-Apr-23,C2,A2,LUX,12,10,120,1724
sales,12-Apr-23,C2,A3,Park Avenue,11,10,110,1864
sales,12-Apr-23,C2,A4,Cinthol,15,10,150,1700
sales,12-Apr-23,C2,A5,Dove,7,10,70,1828
sales,12-Apr-23,C2,A6,Medimix,6,10,60,1863
sales,12-Apr-23,C3,A1,Hamam,5,10,50,1707
sales,12-Apr-23,C3,A2,LUX,9,10,90,1715
sales,12-Apr-23,C3,A3,Park Avenue,12,10,120,1852
sales,12-Apr-23,C3,A4,Cinthol,9,10,90,1691
sales,12-Apr-23,C3,A5,Dove,10,10,100,1818
sales,12-Apr-23,C3,A6,Medimix,12,10,120,1851
sales,12-Apr-23,C4,A1,Hamam,11,10,110,1696
sales,12-Apr-23,C4,A2,LUX,9,10,90,1706
sales,12-Apr-23,C4,A3,Park Avenue,15,10,150,1837
sales,12-Apr-23,C4,A4,Cinthol,9,10,90,1682
sales,12-Apr-23,C4,A5,Dove,10,10,100,1808
sales,12-Apr-23,C4,A6,Medimix,6,10,60,1845
sales,12-Apr-23,C5,A1,Hamam,11,10,110,1685
sales,12-Apr-23,C5,A2,LUX,10,10,100,1696
sales,12-Apr-23,C5,A3,Park Avenue,6,10,60,1831
sales,12-Apr-23,C5,A4,Cinthol,10,10,100,1672
sales,12-Apr-23,C5,A5,Dove,14,10,140,1794
sales,12-Apr-23,C5,A6,Medimix,5,10,50,1840
sales,12-Apr-23,C6,A1,Hamam,6,10,60,1679
sales,12-Apr-23,C6,A2,LUX,10,10,100,1686
sales,12-Apr-23,C6,A3,Park Avenue,7,10,70,1824
sales,12-Apr-23,C6,A4,Cinthol,5,10,50,1667
sales,12-Apr-23,C6,A5,Dove,8,10,80,1786
sales,12-Apr-23,C6,A6,Medimix,5,10,50,1835
sales,12-Apr-23,C7,A1,Hamam,11,10,110,1668
sales,12-Apr-23,C7,A2,LUX,10,10,100,1676
sales,12-Apr-23,C7,A3,Park Avenue,9,10,90,1815
sales,12-Apr-23,C7,A4,Cinthol,13,10,130,1654
sales,12-Apr-23,C7,A5,Dove,9,10,90,1777
sales,12-Apr-23,C7,A6,Medimix,10,10,100,1825
sales,12-Apr-23,C8,A1,Hamam,12,10,120,1656
sales,12-Apr-23,C8,A2,LUX,14,10,140,1662
sales,12-Apr-23,C8,A3,Park Avenue,15,10,150,1800
sales,12-Apr-23,C8,A4,Cinthol,13,10,130,1641
sales,12-Apr-23,C8,A5,Dove,7,10,70,1770
sales,12-Apr-23,C8,A6,Medimix,7,10,70,1818
sales,12-Apr-23,C9,A1,Hamam,8,10,80,1648
sales,12-Apr-23,C9,A2,LUX,5,10,50,1657
sales,12-Apr-23,C9,A3,Park Avenue,6,10,60,1794
sales,12-Apr-23,C9,A4,Cinthol,11,10,110,1630
sales,12-Apr-23,C9,A5,Dove,8,10,80,1762
sales,12-Apr-23,C9,A6,Medimix,10,10,100,1808
sales,13-Apr-23,C1,A1,Hamam,13,10,130,1635
sales,13-Apr-23,C1,A2,LUX,8,10,80,1649
sales,13-Apr-23,C1,A3,Park Avenue,14,10,140,1780
sales,13-Apr-23,C1,A4,Cinthol,9,10,90,1621
sales,13-Apr-23,C1,A5,Dove,15,10,150,1747
sales,13-Apr-23,C1,A6,Medimix,5,10,50,1803
sales,13-Apr-23,C2,A1,Hamam,5,10,50,1630
sales,13-Apr-23,C2,A2,LUX,6,10,60,1643
sales,13-Apr-23,C2,A3,Park Avenue,6,10,60,1774
sales,13-Apr-23,C2,A4,Cinthol,7,10,70,1614
sales,13-Apr-23,C2,A5,Dove,10,10,100,1737
sales,13-Apr-23,C2,A6,Medimix,5,10,50,1798
sales,13-Apr-23,C3,A1,Hamam,9,10,90,1621
sales,13-Apr-23,C3,A2,LUX,8,10,80,1635
sales,13-Apr-23,C3,A3,Park Avenue,5,10,50,1769
sales,13-Apr-23,C3,A4,Cinthol,8,10,80,1606
sales,13-Apr-23,C3,A5,Dove,13,10,130,1724
sales,13-Apr-23,C3,A6,Medimix,9,10,90,1789
sales,13-Apr-23,C4,A1,Hamam,14,10,140,1607
sales,13-Apr-23,C4,A2,LUX,11,10,110,1624
sales,13-Apr-23,C4,A3,Park Avenue,14,10,140,1755
sales,13-Apr-23,C4,A4,Cinthol,6,10,60,1600
sales,13-Apr-23,C4,A5,Dove,13,10,130,1711
sales,13-Apr-23,C4,A6,Medimix,8,10,80,1781
sales,13-Apr-23,C5,A1,Hamam,7,10,70,1600
sales,13-Apr-23,C5,A2,LUX,15,10,150,1609
sales,13-Apr-23,C5,A3,Park Avenue,12,10,120,1743
sales,13-Apr-23,C5,A4,Cinthol,15,10,150,1585
sales,13-Apr-23,C5,A5,Dove,7,10,70,1704
sales,13-Apr-23,C5,A6,Medimix,6,10,60,1775
sales,13-Apr-23,C6,A1,Hamam,8,10,80,1592
sales,13-Apr-23,C6,A2,LUX,15,10,150,1594
sales,13-Apr-23,C6,A3,Park Avenue,14,10,140,1729
sales,13-Apr-23,C6,A4,Cinthol,9,10,90,1576
sales,13-Apr-23,C6,A5,Dove,6,10,60,1698
sales,13-Apr-23,C6,A6,Medimix,9,10,90,1766
sales,13-Apr-23,C7,A1,Hamam,7,10,70,1585
sales,13-Apr-23,C7,A2,LUX,6,10,60,1588
sales,13-Apr-23,C7,A3,Park Avenue,11,10,110,1718
sales,13-Apr-23,C7,A4,Cinthol,11,10,110,1565
sales,13-Apr-23,C7,A5,Dove,6,10,60,1692
sales,13-Apr-23,C7,A6,Medimix,6,10,60,1760
sales,13-Apr-23,C8,A1,Hamam,15,10,150,1570
sales,13-Apr-23,C8,A2,LUX,5,10,50,1583
sales,13-Apr-23,C8,A3,Park Avenue,10,10,100,1708
sales,13-Apr-23,C8,A4,Cinthol,6,10,60,1559
sales,13-Apr-23,C8,A5,Dove,8,10,80,1684
sales,13-Apr-23,C8,A6,Medimix,11,10,110,1749
sales,13-Apr-23,C9,A1,Hamam,5,10,50,1565
sales,13-Apr-23,C9,A2,LUX,8,10,80,1575
sales,13-Apr-23,C9,A3,Park Avenue,15,10,150,1693
sales,13-Apr-23,C9,A4,Cinthol,9,10,90,1550
sales,13-Apr-23,C9,A5,Dove,13,10,130,1671
sales,13-Apr-23,C9,A6,Medimix,6,10,60,1743
sales,14-Apr-23,C1,A1,Hamam,6,10,60,1559
sales,14-Apr-23,C1,A2,LUX,12,10,120,1563
sales,14-Apr-23,C1,A3,Park Avenue,13,10,130,1680
sales,14-Apr-23,C1,A4,Cinthol,12,10,120,1538
sales,14-Apr-23,C1,A5,Dove,11,10,110,1660
sales,14-Apr-23,C1,A6,Medimix,10,10,100,1733
sales,14-Apr-23,C2,A1,Hamam,11,10,110,1548
sales,14-Apr-23,C2,A2,LUX,13,10,130,1550
sales,14-Apr-23,C2,A3,Park Avenue,5,10,50,1675
sales,14-Apr-23,C2,A4,Cinthol,8,10,80,1530
sales,14-Apr-23,C2,A5,Dove,6,10,60,1654
sales,14-Apr-23,C2,A6,Medimix,12,10,120,1721
sales,14-Apr-23,C3,A1,Hamam,9,10,90,1539
sales,14-Apr-23,C3,A2,LUX,7,10,70,1543
sales,14-Apr-23,C3,A3,Park Avenue,5,10,50,1670
sales,14-Apr-23,C3,A4,Cinthol,8,10,80,1522
sales,14-Apr-23,C3,A5,Dove,15,10,150,1639
sales,14-Apr-23,C3,A6,Medimix,9,10,90,1712
sales,14-Apr-23,C4,A1,Hamam,6,10,60,1533
sales,14-Apr-23,C4,A2,LUX,11,10,110,1532
sales,14-Apr-23,C4,A3,Park Avenue,14,10,140,1656
sales,14-Apr-23,C4,A4,Cinthol,13,10,130,1509
sales,14-Apr-23,C4,A5,Dove,6,10,60,1633
sales,14-Apr-23,C4,A6,Medimix,7,10,70,1705
sales,14-Apr-23,C5,A1,Hamam,14,10,140,1519
sales,14-Apr-23,C5,A2,LUX,5,10,50,1527
sales,14-Apr-23,C5,A3,Park Avenue,8,10,80,1648
sales,14-Apr-23,C5,A4,Cinthol,15,10,150,1494
sales,14-Apr-23,C5,A5,Dove,7,10,70,1626
sales,14-Apr-23,C5,A6,Medimix,12,10,120,1693
sales,14-Apr-23,C6,A1,Hamam,5,10,50,1514
sales,14-Apr-23,C6,A2,LUX,8,10,80,1519
sales,14-Apr-23,C6,A3,Park Avenue,14,10,140,1634
sales,14-Apr-23,C6,A4,Cinthol,12,10,120,1482
sales,14-Apr-23,C6,A5,Dove,15,10,150,1611
sales,14-Apr-23,C6,A6,Medimix,6,10,60,1687
sales,14-Apr-23,C7,A1,Hamam,6,10,60,1508
sales,14-Apr-23,C7,A2,LUX,10,10,100,1509
sales,14-Apr-23,C7,A3,Park Avenue,8,10,80,1626
sales,14-Apr-23,C7,A4,Cinthol,13,10,130,1469
sales,14-Apr-23,C7,A5,Dove,5,10,50,1606
sales,14-Apr-23,C7,A6,Medimix,8,10,80,1679
sales,14-Apr-23,C8,A1,Hamam,10,10,100,1498
sales,14-Apr-23,C8,A2,LUX,8,10,80,1501
sales,14-Apr-23,C8,A3,Park Avenue,14,10,140,1612
