,Transaction,Date,Customer,Item_Code,Brand,Qty,Stock_Remaining
1477,sales,28-Jan-23,C4,A2,LUX,9,643
1478,sales,28-Jan-23,C4,A3,Park Avenue,6,613
1479,sales,28-Jan-23,C4,A4,Cinthol,5,589
1480,sales,28-Jan-23,C4,A5,Dove,10,609
1481,sales,28-Jan-23,C4,A6,Medimix,3,731
1482,sales,28-Jan-23,C5,A1,Hamam,4,671
1483,sales,28-Jan-23,C5,A2,LUX,1,642
1484,sales,28-Jan-23,C5,A3,Park Avenue,10,603
1485,sales,28-Jan-23,C5,A4,Cinthol,3,586
1486,sales,28-Jan-23,C5,A5,Dove,2,607
1487,sales,28-Jan-23,C5,A6,Medimix,2,729
1488,sales,28-Jan-23,C6,A1,Hamam,9,662
1489,sales,28-Jan-23,C6,A2,LUX,3,639
1490,sales,28-Jan-23,C6,A3,Park Avenue,8,595
1491,sales,28-Jan-23,C6,A4,Cinthol,6,580
1492,sales,28-Jan-23,C6,A5,Dove,2,605
1493,sales,28-Jan-23,C6,A6,Medimix,8,721
1494,sales,28-Jan-23,C7,A1,Hamam,4,658
1495,sales,28-Jan-23,C7,A2,LUX,5,634
1496,sales,28-Jan-23,C7,A3,Park Avenue,8,587
1497,sales,28-Jan-23,C7,A4,Cinthol,6,574
1498,sales,28-Jan-23,C7,A5,Dove,2,603
1499,sales,28-Jan-23,C7,A6,Medimix,4,717
1500,sales,28-Jan-23,C8,A1,Hamam,7,651
1501,sales,28-Jan-23,C8,A2,LUX,2,632
1502,sales,28-Jan-23,C8,A3,Park Avenue,3,584
1503,sales,28-Jan-23,C8,A4,Cinthol,5,569
1504,sales,28-Jan-23,C8,A5,Dove,10,593
1505,sales,28-Jan-23,C8,A6,Medimix,1,716
1506,sales,28-Jan-23,C9,A1,Hamam,10,641
1507,sales,28-Jan-23,C9,A2,LUX,10,622
1508,sales,28-Jan-23,C9,A3,Park Avenue,8,576
1509,sales,28-Jan-23,C9,A4,Cinthol,4,565
1510,sales,28-Jan-23,C9,A5,Dove,9,584
1511,sales,28-Jan-23,C9,A6,Medimix,3,713
1512,sales,29-Jan-23,C1,A1,Hamam,4,637
1513,sales,29-Jan-23,C1,A2,LUX,1,621
1514,sales,29-Jan-23,C1,A3,Park Avenue,3,573
1515,sales,29-Jan-23,C1,A4,Cinthol,2,563
1516,sales,29-Jan-23,C1,A5,Dove,3,581
1517,sales,29-Jan-23,C1,A6,Medimix,4,709
1518,sales,29-Jan-23,C2,A1,Hamam,9,628
1519,sales,29-Jan-23,C2,A2,LUX,9,612
1520,sales,29-Jan-23,C2,A3,Park Avenue,7,566
1521,sales,29-Jan-23,C2,A4,Cinthol,9,554
1522,sales,29-Jan-23,C2,A5,Dove,5,576
1523,sales,29-Jan-23,C2,A6,Medimix,10,699
1524,sales,29-Jan-23,C3,A1,Hamam,9,619
1525,sales,29-Jan-23,C3,A2,LUX,6,606
1526,sales,29-Jan-23,C3,A3,Park Avenue,7,559
1527,sales,29-Jan-23,C3,A4,Cinthol,5,549
1528,sales,29-Jan-23,C3,A5,Dove,7,569
1529,sales,29-Jan-23,C3,A6,Medimix,6,693
1530,sales,29-Jan-23,C4,A1,Hamam,8,611
1531,sales,29-Jan-23,C4,A2,LUX,9,597
1532,sales,29-Jan-23,C4,A3,Park Avenue,5,554
1533,sales,29-Jan-23,C4,A4,Cinthol,7,542
1534,sales,29-Jan-23,C4,A5,Dove,7,562
1535,sales,29-Jan-23,C4,A6,Medimix,1,692
1536,sales,29-Jan-23,C5,A1,Hamam,2,609
1537,sales,29-Jan-23,C5,A2,LUX,4,593
1538,sales,29-Jan-23,C5,A3,Park Avenue,1,553
1539,sales,29-Jan-23,C5,A4,Cinthol,6,536
1540,sales,29-Jan-23,C5,A5,Dove,7,555
1541,sales,29-Jan-23,C5,A6,Medimix,2,690
1542,sales,29-Jan-23,C6,A1,Hamam,1,608
1543,sales,29-Jan-23,C6,A2,LUX,4,589
1544,sales,29-Jan-23,C6,A3,Park Avenue,10,543
1545,sales,29-Jan-23,C6,A4,Cinthol,7,529
1546,sales,29-Jan-23,C6,A5,Dove,3,552
1547,sales,29-Jan-23,C6,A6,Medimix,2,688
1548,sales,29-Jan-23,C7,A1,Hamam,1,607
1549,sales,29-Jan-23,C7,A2,LUX,3,586
1550,sales,29-Jan-23,C7,A3,Park Avenue,1,542
1551,sales,29-Jan-23,C7,A4,Cinthol,6,523
1552,sales,29-Jan-23,C7,A5,Dove,4,548
1553,sales,29-Jan-23,C7,A6,Medimix,6,682
1554,sales,29-Jan-23,C8,A1,Hamam,3,604
1555,sales,29-Jan-23,C8,A2,LUX,4,582
1556,sales,29-Jan-23,C8,A3,Park Avenue,4,538
1557,sales,29-Jan-23,C8,A4,Cinthol,9,514
1558,sales,29-Jan-23,C8,A5,Dove,5,543
1559,sales,29-Jan-23,C8,A6,Medimix,10,672
1560,sales,29-Jan-23,C9,A1,Hamam,2,602
1561,sales,29-Jan-23,C9,A2,LUX,5,577
1562,sales,29-Jan-23,C9,A3,Park Avenue,5,533
1563,sales,29-Jan-23,C9,A4,Cinthol,1,513
1564,sales,29-Jan-23,C9,A5,Dove,4,539
1565,sales,29-Jan-23,C9,A6,Medimix,9,663
1566,sales,30-Jan-23,C1,A1,Hamam,9,593
1567,sales,30-Jan-23,C1,A2,LUX,7,570
1568,sales,30-Jan-23,C1,A3,Park Avenue,8,525
1569,sales,30-Jan-23,C1,A4,Cinthol,1,512
1570,sales,30-Jan-23,C1,A5,Dove,4,535
1571,sales,30-Jan-23,C1,A6,Medimix,1,662
1572,sales,30-Jan-23,C2,A1,Hamam,6,587
1573,sales,30-Jan-23,C2,A2,LUX,1,569
1574,sales,30-Jan-23,C2,A3,Park Avenue,10,515
1575,sales,30-Jan-23,C2,A4,Cinthol,9,503
1576,sales,30-Jan-23,C2,A5,Dove,7,528
1577,sales,30-Jan-23,C2,A6,Medimix,1,661
1578,sales,30-Jan-23,C3,A1,Hamam,7,580
1579,sales,30-Jan-23,C3,A2,LUX,2,567
1580,sales,30-Jan-23,C3,A3,Park Avenue,6,509
1581,sales,30-Jan-23,C3,A4,Cinthol,4,499
1582,sales,30-Jan-23,C3,A5,Dove,10,518
1583,sales,30-Jan-23,C3,A6,Medimix,7,654
1584,sales,30-Jan-23,C4,A1,Hamam,5,575
1585,sales,30-Jan-23,C4,A2,LUX,4,563
1586,sales,30-Jan-23,C4,A3,Park Avenue,6,503
1587,sales,30-Jan-23,C4,A4,Cinthol,1,498
1588,sales,30-Jan-23,C4,A5,Dove,10,508
1589,sales,30-Jan-23,C4,A6,Medimix,6,648
1590,sales,30-Jan-23,C5,A1,Hamam,2,573
1591,sales,30-Jan-23,C5,A2,LUX,8,555
1592,sales,30-Jan-23,C5,A3,Park Avenue,5,498
1593,sales,30-Jan-23,C5,A4,Cinthol,3,495
1594,sales,30-Jan-23,C5,A5,Dove,2,506
1595,sales,30-Jan-23,C5,A6,Medimix,2,646
1596,sales,30-Jan-23,C6,A1,Hamam,7,566
1597,sales,30-Jan-23,C6,A2,LUX,3,552
1598,sales,30-Jan-23,C6,A3,Park Avenue,2,496
1599,sales,30-Jan-23,C6,A4,Cinthol,3,492
1600,sales,30-Jan-23,C6,A5,Dove,10,496
1601,sales,30-Jan-23,C6,A6,Medimix,10,636
1602,sales,30-Jan-23,C7,A1,Hamam,3,563
1603,sales,30-Jan-23,C7,A2,LUX,3,549
1604,sales,30-Jan-23,C7,A3,Park Avenue,3,493
1605,sales,30-Jan-23,C7,A4,Cinthol,5,487
1606,sales,30-Jan-23,C7,A5,Dove,6,490
1607,sales,30-Jan-23,C7,A6,Medimix,9,627
1608,sales,30-Jan-23,C8,A1,Hamam,3,560
1609,sales,30-Jan-23,C8,A2,LUX,1,548
1610,sales,30-Jan-23,C8,A3,Park Avenue,7,486
1611,sales,30-Jan-23,C8,A4,Cinthol,8,479
1612,sales,30-Jan-23,C8,A5,Dove,3,487
1613,sales,30-Jan-23,C8,A6,Medimix,9,618
1614,sales,30-Jan-23,C9,A1,Hamam,7,553
1615,sales,30-Jan-23,C9,A2,LUX,4,544
1616,sales,30-Jan-23,C9,A3,Park Avenue,9,477
1617,sales,30-Jan-23,C9,A4,Cinthol,8,471
1618,sales,30-Jan-23,C9,A5,Dove,3,484
1619,sales,30-Jan-23,C9,A6,Medimix,2,616
1620,sales,31-Jan-23,C1,A1,Hamam,4,549
1621,sales,31-Jan-23,C1,A2,LUX,3,541
1622,sales,31-Jan-23,C1,A3,Park Avenue,4,473
1623,sales,31-Jan-23,C1,A4,Cinthol,4,467
1624,sales,31-Jan-23,C1,A5,Dove,4,480
1625,sales,31-Jan-23,C1,A6,Medimix,3,613
1626,sales,31-Jan-23,C2,A1,Hamam,9,540
1627,sales,31-Jan-23,C2,A2,LUX,2,539
1628,sales,31-Jan-23,C2,A3,Park Avenue,1,472
1629,sales,31-Jan-23,C2,A4,Cinthol,3,464
1630,sales,31-Jan-23,C2,A5,Dove,2,478
1631,sales,31-Jan-23,C2,A6,Medimix,1,612
1632,sales,31-Jan-23,C3,A1,Hamam,4,536
1633,sales,31-Jan-23,C3,A2,LUX,9,530
1634,sales,31-Jan-23,C3,A3,Park Avenue,4,468
1635,sales,31-Jan-23,C3,A4,Cinthol,5,459
1636,sales,31-Jan-23,C3,A5,Dove,4,474
1637,sales,31-Jan-23,C3,A6,Medimix,10,602
1638,sales,31-Jan-23,C4,A1,Hamam,5,531
1639,sales,31-Jan-23,C4,A2,LUX,4,526
1640,sales,31-Jan-23,C4,A3,Park Avenue,5,463
1641,sales,31-Jan-23,C4,A4,Cinthol,10,449
1642,sales,31-Jan-23,C4,A5,Dove,10,464
1643,sales,31-Jan-23,C4,A6,Medimix,7,595
1644,sales,31-Jan-23,C5,A1,Hamam,5,526
1645,sales,31-Jan-23,C5,A2,LUX,10,516
1646,sales,31-Jan-23,C5,A3,Park Avenue,6,457
1647,sales,31-Jan-23,C5,A4,Cinthol,5,444
1648,sales,31-Jan-23,C5,A5,Dove,2,462
1649,sales,31-Jan-23,C5,A6,Medimix,1,594
1650,sales,31-Jan-23,C6,A1,Hamam,4,522
1651,sales,31-Jan-23,C6,A2,LUX,6,510
1652,sales,31-Jan-23,C6,A3,Park Avenue,2,455
1653,sales,31-Jan-23,C6,A4,Cinthol,8,436
1654,sales,31-Jan-23,C6,A5,Dove,1,461
1655,sales,31-Jan-23,C6,A6,Medimix,2,592
1656,sales,31-Jan-23,C7,A1,Hamam,5,517
1657,sales,31-Jan-23,C7,A2,LUX,1,509
1658,sales,31-Jan-23,C7,A3,Park Avenue,7,448
1659,sales,31-Jan-23,C7,A4,Cinthol,8,428
1660,sales,31-Jan-23,C7,A5,Dove,2,459
1661,sales,31-Jan-23,C7,A6,Medimix,8,584
1662,sales,31-Jan-23,C8,A1,Hamam,8,509
1663,sales,31-Jan-23,C8,A2,LUX,6,503
1664,sales,31-Jan-23,C8,A3,Park Avenue,10,438
1665,sales,31-Jan-23,C8,A4,Cinthol,6,422
1666,sales,31-Jan-23,C8,A5,Dove,10,449
1667,sales,31-Jan-23,C8,A6,Medimix,9,575
1668,sales,31-Jan-23,C9,A1,Hamam,2,507
1669,sales,31-Jan-23,C9,A2,LUX,10,493
1670,sales,31-Jan-23,C9,A3,Park Avenue,9,429
1671,sales,31-Jan-23,C9,A4,Cinthol,6,416
1672,sales,31-Jan-23,C9,A5,Dove,8,441
1673,sales,31-Jan-23,C9,A6,Medimix,9,566
1674,purchase,31-Jan-23,Vendor,A1,Hamam,2100,2607
1675,purchase,31-Jan-23,Vendor,A2,LUX,2100,2593
1676,purchase,31-Jan-23,Vendor,A3,Park Avenue,2100,2529
1677,purchase,31-Jan-23,Vendor,A4,Cinthol,2100,2516
1678,purchase,31-Jan-23,Vendor,A5,Dove,2100,2541
1679,purchase,31-Jan-23,Vendor,A6,Medimix,2100,2666
1680,sales,01-Feb-23,C1,A1,Hamam,4,2603
1681,sales,01-Feb-23,C1,A2,LUX,10,2583
1682,sales,01-Feb-23,C1,A3,Park Avenue,4,2525
1683,sales,01-Feb-23,C1,A4,Cinthol,1,2515
1684,sales,01-Feb-23,C1,A5,Dove,9,2532
1685,sales,01-Feb-23,C1,A6,Medimix,2,2664
1686,sales,01-Feb-23,C2,A1,Hamam,4,2599
1687,sales,01-Feb-23,C2,A2,LUX,8,2575
1688,sales,01-Feb-23,C2,A3,Park Avenue,7,2518
1689,sales,01-Feb-23,C2,A4,Cinthol,6,2509
1690,sales,01-Feb-23,C2,A5,Dove,10,2522
1691,sales,01-Feb-23,C2,A6,Medimix,2,2662
1692,sales,01-Feb-23,C3,A1,Hamam,2,2597
1693,sales,01-Feb-23,C3,A2,LUX,2,2573
1694,sales,01-Feb-23,C3,A3,Park Avenue,1,2517
1695,sales,01-Feb-23,C3,A4,Cinthol,3,2506
1696,sales,01-Feb-23,C3,A5,Dove,1,2521
1697,sales,01-Feb-23,C3,A6,Medimix,4,2658
1698,sales,01-Feb-23,C4,A1,Hamam,2,2595
1699,sales,01-Feb-23,C4,A2,LUX,5,2568
1700,sales,01-Feb-23,C4,A3,Park Avenue,10,2507
1701,sales,01-Feb-23,C4,A4,Cinthol,8,2498
1702,sales,01-Feb-23,C4,A5,Dove,5,2516
1703,sales,01-Feb-23,C4,A6,Medimix,2,2656
1704,sales,01-Feb-23,C5,A1,Hamam,8,2587
1705,sales,01-Feb-23,C5,A2,LUX,2,2566
1706,sales,01-Feb-23,C5,A3,Park Avenue,6,2501
1707,sales,01-Feb-23,C5,A4,Cinthol,3,2495
1708,sales,01-Feb-23,C5,A5,Dove,1,2515
1709,sales,01-Feb-23,C5,A6,Medimix,5,2651
1710,sales,01-Feb-23,C6,A1,Hamam,5,2582
1711,sales,01-Feb-23,C6,A2,LUX,9,2557
1712,sales,01-Feb-23,C6,A3,Park Avenue,9,2492
1713,sales,01-Feb-23,C6,A4,Cinthol,8,2487
1714,sales,01-Feb-23,C6,A5,Dove,7,2508
1715,sales,01-Feb-23,C6,A6,Medimix,3,2648
1716,sales,01-Feb-23,C7,A1,Hamam,5,2577
1717,sales,01-Feb-23,C7,A2,LUX,9,2548
1718,sales,01-Feb-23,C7,A3,Park Avenue,1,2491
1719,sales,01-Feb-23,C7,A4,Cinthol,7,2480
1720,sales,01-Feb-23,C7,A5,Dove,4,2504
1721,sales,01-Feb-23,C7,A6,Medimix,4,2644
1722,sales,01-Feb-23,C8,A1,Hamam,4,2573
1723,sales,01-Feb-23,C8,A2,LUX,2,2546
1724,sales,01-Feb-23,C8,A3,Park Avenue,3,2488
1725,sales,01-Feb-23,C8,A4,Cinthol,4,2476
1726,sales,01-Feb-23,C8,A5,Dove,8,2496
1727,sales,01-Feb-23,C8,A6,Medimix,9,2635
1728,sales,01-Feb-23,C9,A1,Hamam,2,2571
1729,sales,01-Feb-23,C9,A2,LUX,4,2542
1730,sales,01-Feb-23,C9,A3,Park Avenue,8,2480
1731,sales,01-Feb-23,C9,A4,Cinthol,6,2470
1732,sales,01-Feb-23,C9,A5,Dove,8,2488
1733,sales,01-Feb-23,C9,A6,Medimix,7,2628
1734,sales,02-Feb-23,C1,A1,Hamam,5,2566
1735,sales,02-Feb-23,C1,A2,LUX,3,2539
1736,sales,02-Feb-23,C1,A3,Park Avenue,6,2474
1737,sales,02-Feb-23,C1,A4,Cinthol,5,2465
1738,sales,02-Feb-23,C1,A5,Dove,5,2483
1739,sales,02-Feb-23,C1,A6,Medimix,10,2618
1740,sales,02-Feb-23,C2,A1,Hamam,3,2563
1741,sales,02-Feb-23,C2,A2,LUX,10,2529
1742,sales,02-Feb-23,C2,A3,Park Avenue,9,2465
1743,sales,02-Feb-23,C2,A4,Cinthol,10,2455
1744,sales,02-Feb-23,C2,A5,Dove,7,2476
1745,sales,02-Feb-23,C2,A6,Medimix,6,2612
1746,sales,02-Feb-23,C3,A1,Hamam,2,2561
1747,sales,02-Feb-23,C3,A2,LUX,1,2528
1748,sales,02-Feb-23,C3,A3,Park Avenue,5,2460
1749,sales,02-Feb-23,C3,A4,Cinthol,5,2450
1750,sales,02-Feb-23,C3,A5,Dove,7,2469
1751,sales,02-Feb-23,C3,A6,Medimix,1,2611
1752,sales,02-Feb-23,C4,A1,Hamam,2,2559
1753,sales,02-Feb-23,C4,A2,LUX,9,2519
1754,sales,02-Feb-23,C4,A3,Park Avenue,3,2457
1755,sales,02-Feb-23,C4,A4,Cinthol,7,2443
1756,sales,02-Feb-23,C4,A5,Dove,3,2466
1757,sales,02-Feb-23,C4,A6,Medimix,3,2608
1758,sales,02-Feb-23,C5,A1,Hamam,1,2558
1759,sales,02-Feb-23,C5,A2,LUX,4,2515
1760,sales,02-Feb-23,C5,A3,Park Avenue,8,2449
1761,sales,02-Feb-23,C5,A4,Cinthol,6,2437
1762,sales,02-Feb-23,C5,A5,Dove,8,2458
1763,sales,02-Feb-23,C5,A6,Medimix,4,2604
1764,sales,02-Feb-23,C6,A1,Hamam,1,2557
1765,sales,02-Feb-23,C6,A2,LUX,1,2514
1766,sales,02-Feb-23,C6,A3,Park Avenue,5,2444
1767,sales,02-Feb-23,C6,A4,Cinthol,2,2435
1768,sales,02-Feb-23,C6,A5,Dove,7,2451
1769,sales,02-Feb-23,C6,A6,Medimix,2,2602
1770,sales,02-Feb-23,C7,A1,Hamam,9,2548
1771,sales,02-Feb-23,C7,A2,LUX,4,2510
1772,sales,02-Feb-23,C7,A3,Park Avenue,1,2443
1773,sales,02-Feb-23,C7,A4,Cinthol,3,2432
1774,sales,02-Feb-23,C7,A5,Dove,4,2447
1775,sales,02-Feb-23,C7,A6,Medimix,1,2601
1776,sales,02-Feb-23,C8,A1,Hamam,3,2545
1777,sales,02-Feb-23,C8,A2,LUX,10,2500
1778,sales,02-Feb-23,C8,A3,Park Avenue,4,2439
1779,sales,02-Feb-23,C8,A4,Cinthol,8,2424
1780,sales,02-Feb-23,C8,A5,Dove,2,2445
1781,sales,02-Feb-23,C8,A6,Medimix,9,2592
1782,sales,02-Feb-23,C9,A1,Hamam,10,2535
1783,sales,02-Feb-23,C9,A2,LUX,3,2497
1784,sales,02-Feb-23,C9,A3,Park Avenue,7,2432
1785,sales,02-Feb-23,C9,A4,Cinthol,9,2415
1786,sales,02-Feb-23,C9,A5,Dove,8,2437
1787,sales,02-Feb-23,C9,A6,Medimix,3,2589
1788,sales,03-Feb-23,C1,A1,Hamam,10,2525
1789,sales,03-Feb-23,C1,A2,LUX,10,2487
1790,sales,03-Feb-23,C1,A3,Park Avenue,10,2422
1791,sales,03-Feb-23,C1,A4,Cinthol,4,2411
1792,sales,03-Feb-23,C1,A5,Dove,9,2428
1793,sales,03-Feb-23,C1,A6,Medimix,4,2585
1794,sales,03-Feb-23,C2,A1,Hamam,9,2516
1795,sales,03-Feb-23,C2,A2,LUX,3,2484
1796,sales,03-Feb-23,C2,A3,Park Avenue,8,2414
1797,sales,03-Feb-23,C2,A4,Cinthol,3,2408
1798,sales,03-Feb-23,C2,A5,Dove,2,2426
1799,sales,03-Feb-23,C2,A6,Medimix,4,2581
1800,sales,03-Feb-23,C3,A1,Hamam,4,2512
1801,sales,03-Feb-23,C3,A2,LUX,7,2477
1802,sales,03-Feb-23,C3,A3,Park Avenue,9,2405
1803,sales,03-Feb-23,C3,A4,Cinthol,7,2401
1804,sales,03-Feb-23,C3,A5,Dove,9,2417
1805,sales,03-Feb-23,C3,A6,Medimix,2,2579
1806,sales,03-Feb-23,C4,A1,Hamam,10,2502
1807,sales,03-Feb-23,C4,A2,LUX,5,2472
1808,sales,03-Feb-23,C4,A3,Park Avenue,4,2401
1809,sales,03-Feb-23,C4,A4,Cinthol,6,2395
1810,sales,03-Feb-23,C4,A5,Dove,9,2408
1811,sales,03-Feb-23,C4,A6,Medimix,10,2569
1812,sales,03-Feb-23,C5,A1,Hamam,3,2499
1813,sales,03-Feb-23,C5,A2,LUX,6,2466
1814,sales,03-Feb-23,C5,A3,Park Avenue,1,2400
1815,sales,03-Feb-23,C5,A4,Cinthol,7,2388
1816,sales,03-Feb-23,C5,A5,Dove,5,2403
1817,sales,03-Feb-23,C5,A6,Medimix,5,2564
1818,sales,03-Feb-23,C6,A1,Hamam,7,2492
1819,sales,03-Feb-23,C6,A2,LUX,2,2464
1820,sales,03-Feb-23,C6,A3,Park Avenue,10,2390
1821,sales,03-Feb-23,C6,A4,Cinthol,3,2385
1822,sales,03-Feb-23,C6,A5,Dove,7,2396
1823,sales,03-Feb-23,C6,A6,Medimix,2,2562
1824,sales,03-Feb-23,C7,A1,Hamam,10,2482
1825,sales,03-Feb-23,C7,A2,LUX,3,2461
1826,sales,03-Feb-23,C7,A3,Park Avenue,5,2385
1827,sales,03-Feb-23,C7,A4,Cinthol,9,2376
1828,sales,03-Feb-23,C7,A5,Dove,7,2389
1829,sales,03-Feb-23,C7,A6,Medimix,3,2559
1830,sales,03-Feb-23,C8,A1,Hamam,3,2479
1831,sales,03-Feb-23,C8,A2,LUX,2,2459
1832,sales,03-Feb-23,C8,A3,Park Avenue,4,2381
1833,sales,03-Feb-23,C8,A4,Cinthol,6,2370
1834,sales,03-Feb-23,C8,A5,Dove,3,2386
1835,sales,03-Feb-23,C8,A6,Medimix,9,2550
1836,sales,03-Feb-23,C9,A1,Hamam,10,2469
1837,sales,03-Feb-23,C9,A2,LUX,10,2449
1838,sales,03-Feb-23,C9,A3,Park Avenue,5,2376
1839,sales,03-Feb-23,C9,A4,Cinthol,3,2367
1840,sales,03-Feb-23,C9,A5,Dove,5,2381
1841,sales,03-Feb-23,C9,A6,Medimix,5,2545
1842,sales,04-Feb-23,C1,A1,Hamam,4,2465
1843,sales,04-Feb-23,C1,A2,LUX,10,2439
1844,sales,04-Feb-23,C1,A3,Park Avenue,8,2368
1845,sales,04-Feb-23,C1,A4,Cinthol,5,2362
1846,sales,04-Feb-23,C1,A5,Dove,9,2372
1847,sales,04-Feb-23,C1,A6,Medimix,9,2536
1848,sales,04-Feb-23,C2,A1,Hamam,9,2456
1849,sales,04-Feb-23,C2,A2,LUX,5,2434
1850,sales,04-Feb-23,C2,A3,Park Avenue,10,2358
1851,sales,04-Feb-23,C2,A4,Cinthol,10,2352
1852,sales,04-Feb-23,C2,A5,Dove,7,2365
1853,sales,04-Feb-23,C2,A6,Medimix,5,2531
1854,sales,04-Feb-23,C3,A1,Hamam,8,2448
1855,sales,04-Feb-23,C3,A2,LUX,3,2431
1856,sales,04-Feb-23,C3,A3,Park Avenue,1,2357
1857,sales,04-Feb-23,C3,A4,Cinthol,1,2351
1858,sales,04-Feb-23,C3,A5,Dove,6,2359
1859,sales,04-Feb-23,C3,A6,Medimix,1,2530
1860,sales,04-Feb-23,C4,A1,Hamam,6,2442
1861,sales,04-Feb-23,C4,A2,LUX,9,2422
1862,sales,04-Feb-23,C4,A3,Park Avenue,5,2352
1863,sales,04-Feb-23,C4,A4,Cinthol,7,2344
1864,sales,04-Feb-23,C4,A5,Dove,3,2356
1865,sales,04-Feb-23,C4,A6,Medimix,8,2522
1866,sales,04-Feb-23,C5,A1,Hamam,9,2433
1867,sales,04-Feb-23,C5,A2,LUX,7,2415
1868,sales,04-Feb-23,C5,A3,Park Avenue,5,2347
1869,sales,04-Feb-23,C5,A4,Cinthol,5,2339
1870,sales,04-Feb-23,C5,A5,Dove,8,2348
1871,sales,04-Feb-23,C5,A6,Medimix,5,2517
1872,sales,04-Feb-23,C6,A1,Hamam,10,2423
1873,sales,04-Feb-23,C6,A2,LUX,1,2414
1874,sales,04-Feb-23,C6,A3,Park Avenue,4,2343
1875,sales,04-Feb-23,C6,A4,Cinthol,3,2336
1876,sales,04-Feb-23,C6,A5,Dove,1,2347
1877,sales,04-Feb-23,C6,A6,Medimix,5,2512
1878,sales,04-Feb-23,C7,A1,Hamam,8,2415
1879,sales,04-Feb-23,C7,A2,LUX,2,2412
1880,sales,04-Feb-23,C7,A3,Park Avenue,10,2333
1881,sales,04-Feb-23,C7,A4,Cinthol,4,2332
1882,sales,04-Feb-23,C7,A5,Dove,5,2342
1883,sales,04-Feb-23,C7,A6,Medimix,10,2502
1884,sales,04-Feb-23,C8,A1,Hamam,3,2412
1885,sales,04-Feb-23,C8,A2,LUX,10,2402
1886,sales,04-Feb-23,C8,A3,Park Avenue,4,2329
1887,sales,04-Feb-23,C8,A4,Cinthol,5,2327
1888,sales,04-Feb-23,C8,A5,Dove,5,2337
1889,sales,04-Feb-23,C8,A6,Medimix,7,2495
1890,sales,04-Feb-23,C9,A1,Hamam,5,2407
1891,sales,04-Feb-23,C9,A2,LUX,2,2400
1892,sales,04-Feb-23,C9,A3,Park Avenue,6,2323
1893,sales,04-Feb-23,C9,A4,Cinthol,8,2319
1894,sales,04-Feb-23,C9,A5,Dove,8,2329
1895,sales,04-Feb-23,C9,A6,Medimix,1,2494
1896,sales,05-Feb-23,C1,A1,Hamam,5,2402
1897,sales,05-Feb-23,C1,A2,LUX,5,2395
1898,sales,05-Feb-23,C1,A3,Park Avenue,7,2316
1899,sales,05-Feb-23,C1,A4,Cinthol,7,2312
1900,sales,05-Feb-23,C1,A5,Dove,1,2328
1901,sales,05-Feb-23,C1,A6,Medimix,8,2486
1902,sales,05-Feb-23,C2,A1,Hamam,4,2398
1903,sales,05-Feb-23,C2,A2,LUX,6,2389
1904,sales,05-Feb-23,C2,A3,Park Avenue,2,2314
1905,sales,05-Feb-23,C2,A4,Cinthol,2,2310
1906,sales,05-Feb-23,C2,A5,Dove,5,2323
1907,sales,05-Feb-23,C2,A6,Medimix,7,2479
1908,sales,05-Feb-23,C3,A1,Hamam,1,2397
1909,sales,05-Feb-23,C3,A2,LUX,8,2381
1910,sales,05-Feb-23,C3,A3,Park Avenue,8,2306
1911,sales,05-Feb-23,C3,A4,Cinthol,3,2307
1912,sales,05-Feb-23,C3,A5,Dove,5,2318
1913,sales,05-Feb-23,C3,A6,Medimix,9,2470
1914,sales,05-Feb-23,C4,A1,Hamam,8,2389
1915,sales,05-Feb-23,C4,A2,LUX,6,2375
1916,sales,05-Feb-23,C4,A3,Park Avenue,1,2305
1917,sales,05-Feb-23,C4,A4,Cinthol,10,2297
1918,sales,05-Feb-23,C4,A5,Dove,7,2311
1919,sales,05-Feb-23,C4,A6,Medimix,10,2460
1920,sales,05-Feb-23,C5,A1,Hamam,6,2383
1921,sales,05-Feb-23,C5,A2,LUX,2,2373
1922,sales,05-Feb-23,C5,A3,Park Avenue,4,2301
1923,sales,05-Feb-23,C5,A4,Cinthol,9,2288
1924,sales,05-Feb-23,C5,A5,Dove,10,2301
1925,sales,05-Feb-23,C5,A6,Medimix,6,2454
1926,sales,05-Feb-23,C6,A1,Hamam,10,2373
1927,sales,05-Feb-23,C6,A2,LUX,4,2369
1928,sales,05-Feb-23,C6,A3,Park Avenue,2,2299
1929,sales,05-Feb-23,C6,A4,Cinthol,7,2281
1930,sales,05-Feb-23,C6,A5,Dove,5,2296
1931,sales,05-Feb-23,C6,A6,Medimix,2,2452
1932,sales,05-Feb-23,C7,A1,Hamam,10,2363
1933,sales,05-Feb-23,C7,A2,LUX,7,2362
1934,sales,05-Feb-23,C7,A3,Park Avenue,8,2291
1935,sales,05-Feb-23,C7,A4,Cinthol,2,2279
1936,sales,05-Feb-23,C7,A5,Dove,1,2295
1937,sales,05-Feb-23,C7,A6,Medimix,10,2442
1938,sales,05-Feb-23,C8,A1,Hamam,2,2361
1939,sales,05-Feb-23,C8,A2,LUX,6,2356
1940,sales,05-Feb-23,C8,A3,Park Avenue,8,2283
1941,sales,05-Feb-23,C8,A4,Cinthol,10,2269
1942,sales,05-Feb-23,C8,A5,Dove,7,2288
1943,sales,05-Feb-23,C8,A6,Medimix,6,2436
1944,sales,05-Feb-23,C9,A1,Hamam,6,2355
